raw_id,pred_id,pred,sentence,rating_type,verb symmetry score,trans,trans_mod,v_tense,v_act,modal,neg,is_root,direction,sing_sub,sing_obj,conj_sub,conj_obj,rcp_phrase,sub_more_freq,ani_match,num_np,ani_sub,num_clauses
189,20,tie,Kuperman will tie with Farrell for third if Mr. Kuperman wins the last round.,binary,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,6,1,2
190,20,tie,"Ferguson and Lee were tied in round 72, forcing a playoff.",binary,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,4,1,1
191,23,chat,I was chatting to him the other day about his wedding.,binary,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,3,1,1
192,23,chat,The women and men were chatting but one woman did not want to participate.,binary,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,5,1,2
193,23,chat,Effie chatted with the Deans about her prospective admission.,binary,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,3,1,1
194,23,chat,Friends and enemies chat for awhile before the inevitable spat.,binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1
195,23,chat,Prospective volunteers can chat with representatives of international volunteer organizations.,binary,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,3,1,1
196,23,chat,Roger and the crew chatted with each other.,binary,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,3,1,1
197,23,chat,Maker's Block chatted with her to get her views on the state of the Maker Movement in Singapore.,binary,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,6,1,1
198,23,chat,You will chat with Sinead and Gaye like it's the last night of your life.,binary,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,3,1,3
199,23,chat,"Dr. Kiki chatted with Tom Robinson, VP of projects, and Dan Goldman, CFO.",binary,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1,1
200,23,chat,My wife and my mistress chatted over drinks.,binary,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1
201,26,alternate,Her aggressive moods alternated with gentle or more cooperative states.,binary,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2,0,2
202,26,alternate,You should alternate layers of that mixture and eggplant.,binary,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,3,1,1
203,26,alternate,The Priestess may alternate with the Priest if the Bishop sees fit.,binary,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2,1,2
204,26,alternate,Floral patterns and mosaic patterns can alternate depending on your mood.,binary,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3,0,1
205,26,alternate,Walking can alternate with driving to give the environment a break.,binary,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,2,0,1
206,26,alternate,Light and dark cycles alternated with each other.,binary,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1
207,26,alternate,Andrew alternated between poking at the write concurrency issues and doing functional benchmark comparisons.,binary,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,1,1
208,26,alternate,The blind spot detection display or the automatic rain sensor operation display may alternate with other display functions by a display toggle.,binary,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,4,0,1
209,26,alternate,Song alternated with dance in this fascinating play.,binary,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,1
210,26,alternate,Grammar and comprehension exercises alternated with each other.,binary,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1
211,27,mix,I mixed the cinnamon with the rest of the sugar.,binary,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,4,0,1
212,27,mix,Oil and water don't mix.,binary,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1
213,27,mix,The girl mixed a fleshy aloe leaf with a tablespoon of honey.,binary,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,4,0,1
214,27,mix,The goths and punks mix with each other quite well.,binary,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
215,27,mix,The chemist mixed the solute with the solvent to get a reaction.,binary,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,3,0,1
216,27,mix,She mixed her facades and garden ornament knick knacks.,binary,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,3,0,1
217,27,mix,Turkish men do not mix with Cypriot girls because they are very independent.,binary,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,2,0,2
218,27,mix,"Red and blue colors should never be mixed, red is for the optimists and blue for pessimists.",binary,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,2,0,2
219,27,mix,"The voice does not mix with the music, but the music works with everything.",binary,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,5,0,2
220,27,mix,The egg and sperm were mixed but they should have not been.,binary,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3,0,2
221,28,coexist,Newspaper websites can coexist with the print newspapers and still bring in healthy profit margins.,binary,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,1
222,28,coexist,Our universe and matter would not coexist if there is no change-of-state at the microworld level of quantum mechanics.,binary,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,3,0,2
223,28,coexist,Handlers used in this demo can coexist with loading operations that access shadow RAM.,binary,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,6,0,3
224,28,coexist,Crowdsourcing sites and the professional design community might coexist peacefully.,binary,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,0,1
225,28,coexist,"We coexist with the natural world, but it tries hard to resist.",binary,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,5,1,2
226,28,coexist,"Fingernail fungus and athlete's foot may coexist, but they are not the same.",binary,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3,0,3
227,28,coexist,They can really coexist peacefully in the tank with thousands of fish and the occasional diver.,binary,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,4,1,1
228,28,coexist,Conservation and renewable energy development can coexist in the 21st century.,binary,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3,0,1
229,28,coexist,Some people like me with a slow wifi connection cannot coexist with site maintainers who feel differently.,binary,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,3,1,2
230,28,coexist,Religion and science can coexist with each other if conveyed well by a rational spokesperson.,binary,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,3,0,1
231,29,clash,His approach might clash with the wishes of some Vermonters.,binary,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,3,0,1
232,29,clash,"The interests of the mafia and Pathan job interests do not clash in any way, they compliment each other.",binary,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,3,0,2
233,29,clash,"Maternity Shirts would clash with her pinup girl look, but she didn't care.",binary,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,4,1,3
234,29,clash,Waterford and Antrim will clash again in the first round of the Under-16 ''B'' Championship at a halfway venue (TBC) at 2.30.,binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,6,1,1
235,29,clash,You won't clash with a society or competition if you check with the Parknasilla Hotel.,binary,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,5,1,2
236,29,clash,Some religious fanatics and scientists clash with one another.,binary,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
237,29,clash,Not all the boys clashed with the girls.,binary,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,1
238,29,clash,"The textbook lessons and the real world sometimes clash, all the more reasons to live in a big city.",binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,0,1
239,29,clash,"On December 18, Dilwale will clash with Sanjay Leela Bhansali's biopic, Bajirao Mastani, about Peshwa Bajirao.",binary,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,4,1,1
240,29,clash,LCS and LACS will clash with each other again at the Winners' Bracket Finals after disposing of their first round opponents.,binary,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,5,1,1
241,30,converse,"Gabriel could converse with the guards in German, so Gabriel was able to leave on weekends.",binary,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,2,1,2
242,30,converse,Some of the nuns and the girls could converse fluently in Latin in the Strassburg monastery of St. Margaret.,binary,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,1,2
243,30,converse,I can converse with them in their own tongue since I have learnt their language pretty well.,binary,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,6,1,2
244,30,converse,"Adam and Eve conversed with each other as language was given, and Adam spoke first.",binary,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,5,1,3
245,30,converse,"Taveras will converse with the others on the panel ""Electoral Politics: Latino Identity, Partisanship, Mobilization, and Voting.""",binary,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3,1,1
246,30,converse,He and the people of Sakhalin and the Amur conversed via interpreter.,binary,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3,1,1
247,30,converse,"You can converse with your peers in a caf_, as it's not a bad place to hang out in.",binary,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,6,1,3
248,30,converse,"As long as the caller and subscriber conversed with each other, the connection between port A and port B would be held.",binary,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,4,1,2
249,30,converse,"Lead teachers should converse with parents when it is most comfortable for the family, but especially at drop off and pick up times.",binary,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,4,1,2
250,30,converse,"Mark Bradford, featured in the Season 4 episode Paradox, and Thelma Golden, Director and Chief Curator at the Studio Museum will converse in Harlem at 7pm.",binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,9,1,3
251,32,hate,"You may hate that song, Last Christmas by Wham!",binary,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,1,1
252,32,hate,"The racist groups and incels always hate, it's what they do.",binary,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,5,1,3
253,32,hate,"Jews in any period, even in the darkest of the Middle Ages, did not hate other subjects. ",binary,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,2,1,1
254,32,hate,The republicans and the liberals hate one another in America. ,binary,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,4,1,1
255,32,hate,"They must hate games like Pats-Jets, and the games probably hate them too.",binary,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,5,1,2
256,32,hate,"Kamala and her husband hated each other for so long, but now she treats him with love. ",binary,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,7,1,2
257,32,hate,Al-Anon can hate the alcoholic and vice versa.,binary,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,2,1,1
258,32,hate,Not all boys and girls hate each other.,binary,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
259,32,hate,I hate my kids and they hate me.,binary,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,4,1,2
260,32,hate,Dad and my stepmom hated each other but not always at the same time.,binary,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,4,1,1
261,33,kill,"They killed fleas, flies, and disease-carrying insects in the old people's home in Pashupati.",binary,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,1,1
262,33,kill,The disease and the virus kill as they are the same.,binary,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,4,0,3
263,33,kill,The creator of biblical imagery will kill me if I said yes.,binary,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,3,1,2
264,33,kill,Jack and I will kill each other once you leave town.,binary,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,5,1,2
265,33,kill,"After his defeat in New York, the X-Men would probably kill the man, but they didn''t.",binary,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2,0,1
266,33,kill,"They won't kill him, they will kill with him.",binary,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,4,1,2
267,33,kill,Christine Quinn can kill legislation simply by not bringing it to the council floor for a vote.,binary,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,4,1,1
268,33,kill,Wes killed Sam but Sam killed him in the act apparently.,binary,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,6,1,2
269,33,kill,He will kill you and me if we talk.,binary,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,4,1,2
270,33,kill,"The mafia and the gang have killed together to hide this secret, okay?",binary,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,3,0,1
271,34,chase,Water won't chase her out of the place.,binary,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3,0,1
272,34,chase,Dreams and reality constantly chase each other to no avail.,binary,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,4,0,1
273,34,chase,LL will blindly chase after them but really they will be chasing after him.,binary,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,5,1,2
274,34,chase,My exes and I chase after one another but I always choose one.,binary,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,5,1,2
275,34,chase,A goshawk may also chase poultry into buildings.,binary,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,1,1
276,34,chase,MPs and government officials from Badakhshan chased and chased but found nothing.,binary,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,5,1,2
277,34,chase,Rylee 2.0 chased some squirrel 500 ft from us. ,binary,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,3,1,1
278,34,chase,He and the story chased each other until he caught up.,binary,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,1,2
279,34,chase,My wife will chase me and my mother-in-law outside if we don't leave her alone in there. ,binary,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,6,1,2
280,34,chase,Officer Leroy Applequist and cruisers used to chase each other in Modesto.,binary,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,4,1,1
281,35,hurt,I will hurt you more so stop screaming.,binary,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,2,1,1
282,35,hurt,Extraordinarily low mortgage rates and bankrupcy claims don't hurt either.,binary,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1
283,35,hurt,Some of these people maybe hurt the lens.,binary,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2,1,1
284,35,hurt,This and breastfeeding do not hurt each other if you are doing it right.,binary,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,5,0,2
285,35,hurt,"You can hurt yourself and others, and I want people to think about that. ",binary,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,5,1,3
286,35,hurt,The stocks and banks will hurt and I'll ensure it.,binary,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,5,0,2
287,35,hurt,"The baby's birth hurts the mother, but the mother hurts the baby too.",binary,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,4,0,2
288,35,hurt,Rural communities and wildlife hurt because of your actions.,binary,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,0,1
289,35,hurt,"The financial system will hurt everyone except the ""Elite"" and those that are aware and prepared.",binary,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,3,0,2
290,35,hurt,He and I both hurt when we do it.,binary,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,5,1,2
291,40,push,Murtha pushed for a pullout of U.S. forces from Iraq as soon as it could be done safely.,binary,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,5,1,2
292,40,push,The members and leaders pushed each other to thrive.,binary,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
293,40,push,"Quentin Tarantino pushes the limits of speed and taste in ""Death Proof.""",binary,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,4,1,1
294,40,push,"William Stephenson and William Donovan pushed, and the board listened.",binary,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,2
295,40,push,Her finger pushed against his sphincter and he squealed.,binary,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,3,0,2
296,40,push,The girl with the low GPA and the other dropout will push if you let them.,binary,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,4,1,2
297,40,push,Pakistan shall not push Afghan refugees to return.,binary,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,2,1,1
298,40,push,Council and the congress are pushing together.,binary,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,1
299,40,push,"Another person or power will push them, but it won't be me.",binary,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,5,1,3
300,40,push,Lightweight lanai furniture and a lanai railing pushed each other last time.,binary,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,0,1
301,41,collaborate,Much later he collaborated with his son Michael on the English translation of a text on food production.,binary,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,5,1,1
302,41,collaborate,Professionals and amateurs collaborated in the making of music.,binary,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,1,1
303,41,collaborate,He collaborated with the Nazis during World War II.,binary,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1,1
304,41,collaborate,Patterson and Bill Clinton collaborated on a novel.,binary,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1
305,41,collaborate,"I'd rather collaborate with a tarantula, because I'm vermin right now.",binary,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2,1,2
306,41,collaborate,Rock 'n' roll and surf collaborate to introduce this popular board short inspired by the Red Hot Chili Peppers (RHCP).,binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,0,2
307,41,collaborate,"He collaborated with other authors, jumpstarting his career as a dramatist.",binary,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,4,1,1
308,41,collaborate,The writer and applicant can certainly collaborate on the letter if need be.,binary,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,1,2
309,41,collaborate,Although Lloyd Webber collaborated with comedian and author Ben Elton.,binary,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,1,1
310,41,collaborate,"My ex and I could collaborate, but he is such an asshole.",binary,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,1,3
311,42,communicate,He couldn't communicate with her once she disabled her translator.,binary,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,5,1,2
312,42,communicate,Helen and I have not communicated since our divorce.,binary,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,3,1,1
313,42,communicate,Gabe communicates with the small life through magic.,binary,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3,1,1
314,42,communicate,Alexander and his base communicated only by the narrow line of the Hellespont.,binary,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,4,1,1
315,42,communicate,These cavities communicate with the exterior through the gonad ducts.,binary,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,3,0,1
316,42,communicate,Rarely do the admissions officer and the parent not communicate.,binary,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,2,1,1
317,42,communicate,I am not communicating with a stranger.,binary,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,1,1
318,42,communicate,"Inhabitants and the outer world communicate by means of ""sea messages.""",binary,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,3,1,2
319,42,communicate,The Oise and the canal of St Quentin communicate with Paris along the canal.,binary,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,6,1,2
320,42,communicate,The deaf student and teacher communicated silently.,binary,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,1,1
321,43,agree,I agreed with you that the open system is by far the best.,binary,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,3,1,3
322,43,agree,Mr. Dean and I finally agree on something!,binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1
323,43,agree,I agree with every word you've just said.,binary,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,3,1,2
324,43,agree,Neither Hitler or Stalin had agreed.,binary,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,2,1,1
325,43,agree,I don't agree with him; but I will work with him.,binary,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,5,1,2
326,43,agree,"Atta and Jarrah would agree and be ready to move forward in about a month, after Jarrah visited his family.",binary,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,5,1,2
327,43,agree,I might agree with them and they might agree with me.,binary,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,5,1,2
328,43,agree,"The principal and the mother agreed to keep things quiet, but the mother was hesitant.",binary,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,4,1,2
329,43,agree,"I don't always agree with you, but that's okay, isn't it?",binary,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,3,1,3
330,43,agree,Alumni and current students could agree because the university was great.,binary,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,1,2
331,44,separate,"They separated teaching from research, garnering stellar results.",continuous,4.17,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,3,1,1
332,44,separate,Mom and Dad separated last month.,continuous,4.17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,1,1
333,44,separate,The front end of the car separated from the rest of the vehicle. ,continuous,4.17,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,3,0,1
334,44,separate,The brother and sister separated once their parents disappeared.,continuous,4.17,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3,1,2
335,44,separate,The president separated himself from the Act.,continuous,4.17,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,3,1,1
336,44,separate,The river separated the East and the West.,continuous,4.17,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,3,0,1
337,44,separate,The screen might be separated from the rood beam or rood loft.,continuous,4.17,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,2,0,1
338,44,separate,Your body and soul may be separated from each other.,continuous,4.17,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,3,0,1
339,44,separate,This rock was separate from the rest of the mountain.,continuous,4.17,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,2,0,1
340,44,separate,My life and yours won't be separated.,continuous,4.17,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,2,0,1
341,45,bounce,My father would bounce a tennis ball and that annoyed my mother.,continuous,2.33,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
342,45,bounce,Her long black hair and boobs bounced as she walked.,continuous,2.33,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3,0,2
343,45,bounce,She bounced on me while I laid in bed smiling.,continuous,2.33,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,7,1,2
344,45,bounce,My son and daughter bounced on each other playfully.,continuous,2.33,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,0,1
345,45,bounce,Light bounced off the glass and reflected my image.,continuous,2.33,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,2,0,1
346,45,bounce,"My girlfriend and him bounced all night, if you know what I mean.",continuous,2.33,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,7,1,3
347,45,bounce,"I'll bounce ideas off another person, but they will bounce ideas off me too.",continuous,2.33,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,7,1,2
348,45,bounce,"Both my email and the cheque bounced, so I'm screwed.",continuous,2.33,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,2
349,45,bounce,I would bounce on her butt or that butt would bounce on me.,continuous,2.33,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,5,1,2
350,45,bounce,The tigers and the bears bounced together in celebration.,continuous,2.33,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,0,1
351,46,break,Sue broke Reagan but she felt broken too.,binary,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,3,1,2
352,46,break,My heart and soul broke when I found out.,binary,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,3,0,2
353,46,break,"In 1959, Akihito broke imperial tradition by marrying a commoner.",binary,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,1,1
354,46,break,His car and his bank account might break if you do this.,binary,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,0,2
355,46,break,"She broke me a few years ago, so I will break her now.",binary,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
356,46,break,The hero and the nemesis broke against each other.,binary,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,1,1
357,46,break,"The sports star broke his nose, how original.",binary,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2,1,1
358,46,break,His voice and his thigh broke last summer.,binary,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,1
359,46,break,The boss might break you if disobey me.,binary,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,2,1,1
360,46,break,Turing and his codes broke each other in different ways.,binary,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,1,1
361,47,lecture,He lectures on the history of art and it's boring.,continuous,2.33,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,2,1,2
362,47,lecture,500 students from bio and 100 students from chemistry lectured one another.,continuous,2.33,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,2,1,1
363,47,lecture,"The professor lectures the class and they lecture him too, sometimes.",continuous,2.33,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
364,47,lecture,The teacher and principal lectured together to educate students about safe sex.,continuous,2.33,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1,1
365,47,lecture,He lectured me about getting too much sun so I lectured him about being annoying.,continuous,2.33,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
366,47,lecture,The prom queen and debate champion lectured each other yesterday. ,continuous,2.33,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,2,1,1
367,47,lecture,We lectured people to take advantage of their funds.,continuous,2.33,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,4,1,1
368,47,lecture,Everyday me and that other teacher would lecture about the economy.,continuous,2.33,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,4,1,3
369,47,lecture,"Lawyers lecture with their clients, not with the judge.",continuous,2.33,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,3,1,1
370,47,lecture,Ray and Jill lectured each other about the consequences of the recession.,continuous,2.33,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5,1,1
371,48,hurry,"The president hurried the process of independence, or at least tried to.",continuous,3.17,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,3,1,1
372,48,hurry,Deidre and I hurried as soon as we got the news.,continuous,3.17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,1,2
373,48,hurry,"I won't hurry you into any decision, so take your time.",continuous,3.17,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,3,1,1
374,48,hurry,The governor and I hurried together to help out.,continuous,3.17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1
375,48,hurry,She was hurrying me so I hurried her back.,continuous,3.17,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
376,48,hurry,Sonya and I are hurrying each other right now so worry about the reminders.,continuous,3.17,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,4,1,1
377,48,hurry,I should hurry Helen outside before she hears this.,continuous,3.17,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,4,1,2
378,48,hurry,The personnel and the customers hurried out of the store when the alarm rang.,continuous,3.17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3,1,1
379,48,hurry,JJ did not hurry me because I was fast.,continuous,3.17,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,3,1,2
380,48,hurry,Me and my deadlines hurried together but that doesn't make sense.,continuous,3.17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,1,2
