pred_id,predicate,sentence,sentence_rev,verb symmetry score,is_pred_symmetry,votes for 1,votes for 2,votes for 3,votes for 4,votes for 5,sentence average score,bert prediction,bert tuned prediction,ft prediction,w2v prediction,glv prediction,hybrid prediction
13,chat,Maker's Block chatted with her to get her views on the state of the Maker Movement in Singapore.,She chatted with Maker's Block to get her views on the state of the Maker Movement in Singapore.,2.33,1,1,2,0,1,3,3.428571429,-0.066275597,2.0867195,3.086146308,2.216595888,2.374767542,1.9246417
13,chat,You will chat with Sinead and Gaye like it's the last night of your life.,Sinead and Gaye will chat with you like it's the last night of your life.,2.33,1,3,0,1,1,2,2.857142857,3.518444061,3.611399,1.450304145,2.600412369,2.74895978,1.6429418
13,chat,"Dr. Kiki chatted with Tom Robinson, VP of projects, and Dan Goldman, CFO.","Tom Robinson, VP of projects, and Dan Goldman, CFO, chatted with Dr. Kiki.",2.33,1,4,2,0,1,0,1.714285714,0.428860664,2.2574015,2.238895444,1.729103208,2.118831635,1.8146445
13,chat,My wife and my mistress chatted over drinks.,My mistress and my wife chatted over drinks.,2.33,1,7,0,0,0,0,1,1.571718216,0.5519536,0.616480499,2.186351776,2.043098688,1.4073945
14,agree,I agreed with you that the open system is by far the best.,You agreed with me that the open system is by far the best.,2.83,1,1,1,2,0,3,3.428571429,3.331272364,3.699438,3.354160632,2.614481449,2.577226639,3.458967
14,agree,Mr. Dean and I finally agree on something!,Me and Mr. Dean finally agree on something!,2.83,1,7,0,0,0,0,1,-0.067993641,0.964582,1.956069093,1.951823473,2.001201153,0.97278875
14,agree,I agree with every word you've just said.,Every word you've just said agrees with me.,2.83,1,1,1,0,0,5,4,3.684033632,3.6366615,2.526667912,2.517730951,2.35995388,2.8186023
14,agree,Neither Hitler or Stalin had agreed.,Neither Stalin or Hitler had agreed.,2.83,1,7,0,0,0,0,1,1.14521265,1.6989993,1.956069093,1.863148808,1.832004428,1.050992
14,agree,I don't agree with him; but I will work with him.,He doesn't agree with me; but I will work with him.,2.83,1,2,0,1,2,2,3.285714286,2.845022917,3.3860736,3.275453821,2.939795494,2.815333128,3.4081292
14,agree,"Atta and Jarrah would agree and be ready to move forward in about a month, after Jarrah visited his family.","Jarrah and Atta would agree and be ready to move forward in about a month, after Jarrah visited his family.",2.83,1,7,0,0,0,0,1,2.580741405,1.5548477,1.536320063,2.074400663,1.820457101,0.9910047
14,agree,I might agree with them and they might agree with me.,They might agree with me and I might agree with them.,2.83,1,7,0,0,0,0,1,2.199939251,1.8446894,2.492806938,2.53213954,2.428942204,1.4656856
14,agree,"The principal and the mother agreed to keep things quiet, but the mother was hesitant.","The mother and the principal agreed to keep things quiet, but the mother was hesitant.",2.83,1,7,0,0,0,0,1,1.080343246,1.3931302,0.599172962,2.295366049,2.326532841,0.9779712
14,agree,"I don't always agree with you, but that's okay, isn't it?","You don't always agree with me, but that's okay, isn't it?",2.83,1,1,1,0,3,2,3.571428571,3.524166822,3.4509804,3.203451455,2.940293789,2.951459885,3.4615147
14,agree,Alumni and current students could agree because the university was great.,Current students and alumni could agree because the university was great.,2.83,1,7,0,0,0,0,1,2.141861677,1.2011055,1.079129243,2.205327511,2.064776659,0.9785683
15,separate,"They separated teaching from research, garnering stellar results.","They separated research from teaching, garnering stellar results.",2.17,1,5,1,0,1,0,1.571428571,1.081139565,2.4714038,3.504489539,2.024192572,1.907131672,1.3017222
15,separate,Mom and Dad separated last month.,Dad and Mom separated last month.,2.17,1,7,0,0,0,0,1,1.775677681,0.74406004,1.255292994,1.672896743,1.768961668,1.0871001
15,separate,The front end of the car separated from the rest of the vehicle. ,The rest of the vehicle separated from the front end of the car. ,2.17,1,4,0,1,2,0,2.142857143,1.129272938,1.6123185,3.731412625,1.999135494,1.995690346,2.152107
15,separate,The brother and sister separated once their parents disappeared.,The sister and brother separated once their parents disappeared.,2.17,1,7,0,0,0,0,1,-1.193597317,0.8827573,1.406258388,1.852792025,1.669501543,1.0927429
15,separate,The president separated himself from the Act.,The president separated the act from himself.,2.17,1,2,3,1,1,0,2.142857143,3.397492409,3.0500731,3.158200507,2.085260153,2.074624777,3.224759
15,separate,The river separated the East and the West.,The river separated the West and the East.,2.17,1,7,0,0,0,0,1,-0.061339378,1.5378388,1.557604559,1.880459309,1.926506281,1.2232167
15,separate,The screen might be separated from the rood beam or rood loft.,The rood beam or rood loft might be separated from the screen.,2.17,1,7,0,0,0,0,1,3.963283539,3.0454714,3.504489539,2.07324791,1.943106532,1.6696525
15,separate,Your body and soul may be separated from each other.,Your soul and body may be separated from each other.,2.17,1,6,1,0,0,0,1.142857143,0.836047173,0.71455574,1.184992199,2.154530287,1.966593027,1.081424
15,separate,This rock was separate from the rest of the mountain.,The rest of the mountain was separate from this rock.,2.17,1,5,2,0,0,0,1.285714286,3.327400684,2.7789683,1.577380489,2.47503829,2.405689478,2.4013495
15,separate,My life and yours won't be separated.,Your life and mine won't be separated.,2.17,1,7,0,0,0,0,1,1.353289127,1.0736045,0.973971042,2.212779522,2.238302708,1.0966531
16,alternate,Her aggressive moods alternated with gentle or more cooperative states.,Gentle or more cooperative states alternated with her aggressive moods.,2,1,6,0,0,0,1,1.571428571,1.167604446,1.9982039,2.835738779,2.241889715,2.249392509,2.0376282
16,alternate,You should alternate layers of that mixture and eggplant.,You should alternate eggplant and layers of that mixture.,2,1,5,0,1,0,1,1.857142857,1.031801224,2.0474622,0.562616438,2.288743019,2.308176994,1.4573427
16,alternate,The Priestess may alternate with the Priest if the Bishop sees fit.,The Priest may alternate with the Priestess if the Bishop sees fit.,2,1,6,0,1,0,0,1.285714286,2.960023403,3.4621677,2.736464263,2.610710859,2.752174377,2.2903764
16,alternate,Floral patterns and mosaic patterns can alternate depending on your mood.,Mosaic patterns and floral patterns can alternate depending on your mood.,2,1,7,0,0,0,0,1,2.243715763,0.91458505,0.562616438,1.850071907,1.831831217,1.2633932
16,alternate,Walking can alternate with driving to give the environment a break.,Driving can alternate with walking to give the environment a break.,2,1,3,1,1,1,1,2.428571429,3.330458879,2.4734917,3.382613438,2.089436531,2.082998753,2.0811853
16,alternate,Light and dark cycles alternated with each other.,Dark and light cycles alternated with each other.,2,1,7,0,0,0,0,1,1.506299973,0.7810732,1.640216616,1.933415294,1.842236996,1.2016547
16,alternate,Andrew alternated between poking at the write concurrency issues and doing functional benchmark comparisons.,Andrew alternated between doing functional benchmark comparisons and poking at the write concurrency issues.,2,1,7,0,0,0,0,1,2.139358282,2.5463407,2.236382103,2.037046194,1.920921326,2.2478704
16,alternate,The blind spot detection display or the automatic rain sensor operation display may alternate with other display functions by a display toggle.,Other display functions may alternate with the blind spot detection display or the automatic rain sensor operation display by a display toggle.,2,1,3,1,1,2,0,2.285714286,1.686347961,1.7723994,1.404784789,2.384177685,2.390480042,1.9439801
16,alternate,Song alternated with dance in this fascinating play.,Dance alternated with song in this fascinating play.,2,1,4,1,0,0,2,2.285714286,0.583077431,1.6103619,2.53003911,2.028043747,2.080345631,2.047882
16,alternate,Grammar and comprehension exercises alternated with each other.,Comprehension and grammar exercises alternated with each other.,2,1,7,0,0,0,0,1,1.349453211,0.7792935,0.863293537,1.928021908,1.76884377,1.190527
17,mix,I mixed the cinnamon with the rest of the sugar.,I mixed the rest of the sugar with the cinnamon.,3.17,1,6,0,0,0,1,1.571428571,5.29916048,3.364573,2.389672507,2.421832323,2.2946105,2.1176045
17,mix,Oil and water don't mix.,Water and oil don't mix.,3.17,1,7,0,0,0,0,1,-2.475806713,0.60568756,0.618989777,2.011713743,2.000455141,1.0350367
17,mix,The girl mixed a fleshy aloe leaf with a tablespoon of honey.,The girl mixed a tablespoon of honey with a fleshy aloe leaf.,3.17,1,6,0,0,0,1,1.571428571,3.55820632,3.4131021,3.139562818,2.473852634,2.595435381,2.4963796
17,mix,The goths and punks mix with each other quite well.,The punks and goths mix with each other quite well.,3.17,1,7,0,0,0,0,1,0.27808857,0.62425613,1.450434266,2.470225573,2.634135723,1.0982125
17,mix,The chemist mixed the solute with the solvent to get a reaction.,The chemist mixed the solvent with the solute to get a reaction.,3.17,1,6,0,0,0,1,1.571428571,3.369056225,2.958784,2.514850637,2.531484365,2.718000174,1.6865784
17,mix,She mixed her facades and garden ornament knick knacks.,She mixed her garden ornament knick knacks and facades.,3.17,1,7,0,0,0,0,1,3.062108517,1.5147367,0.850248897,1.556936502,1.343415737,1.3693432
17,mix,Turkish men do not mix with Cypriot girls because they are very independent.,Cypriot girls do not mix with Turkish men because they are very independent.,3.17,1,1,1,0,4,1,3.428571429,2.901349545,3.5212383,2.573915829,2.206678867,2.193330526,1.8037704
17,mix,"Red and blue colors should never be mixed, red is for the optimists and blue for pessimists.","Blue and red colors should never be mixed, red is for the optimists and blue for pessimists.",3.17,1,6,1,0,0,0,1.142857143,0.416976929,1.0085878,0.850248897,2.247511148,2.196179152,1.1927652
17,mix,"The voice does not mix with the music, but the music works with everything.","The music does not mix with the voice, but the music works with everything.",3.17,1,4,2,0,1,0,1.714285714,0.563216209,2.7720165,2.249053136,2.665257454,2.77596283,2.0972946
17,mix,The egg and sperm were mixed but they should have not been.,The sperm and egg were mixed but they should have not been.,3.17,1,7,0,0,0,0,1,1.810088158,0.7804397,1.415895886,2.012782812,2.078374863,1.0513105
18,coexist,Newspaper websites can coexist with the print newspapers and still bring in healthy profit margins.,The print newspapers can coexist with newspaper websites and still bring in healthy profit margins.,1,1,5,0,1,0,1,1.857142857,-0.548448086,2.2758706,2.456463593,2.283790588,2.358025312,1.8023319
18,coexist,Our universe and matter would not coexist if there is no change-of-state at the microworld level of quantum mechanics.,Matter and our universe would not coexist if there is no change-of-state at the microworld level of quantum mechanics.,1,1,6,1,0,0,0,1.142857143,2.73598218,0.77918535,1.315449154,2.312296152,2.29830265,1.1694168
18,coexist,Handlers used in this demo can coexist with loading operations that access shadow RAM.,Loading operations that access shadow RAM can coexist with handlers used in this demo.,1,1,5,2,0,0,0,1.285714286,-0.43353796,2.5182347,3.294290098,2.155784845,2.146734238,1.9121408
18,coexist,Crowdsourcing sites and the professional design community might coexist peacefully.,The professional design community and crowdsourcing sites might coexist peacefully.,1,1,7,0,0,0,0,1,-1.553422451,0.4370906,1.850004288,2.382421732,2.436761141,1.142617
18,coexist,"We coexist with the natural world, but it tries hard to resist.","The natural world coexists with us, but it tries hard to resist.",1,1,5,1,1,0,0,1.428571429,3.671228409,3.276068,3.294290098,2.597088814,2.487221956,1.8894786
18,coexist,"Fingernail fungus and athlete's foot may coexist, but they are not the same.","Athlete's foot and fingernail fingus may coexist, but they are not the same.",1,1,7,0,0,0,0,1,0.507433891,0.233296,1.356962783,2.455709696,2.515618324,1.1186414
18,coexist,They can really coexist peacefully in the tank with thousands of fish and the occasional diver.,Thousands of fish and the occasional diver can really coexist peacefully in the tank with them.,1,1,4,2,0,0,1,1.857142857,4.332107544,3.2240381,3.626701616,2.30770874,2.333401203,1.824849
18,coexist,Conservation and renewable energy development can coexist in the 21st century.,Renewable energy development and conservation can coexist in the 21st century.,1,1,7,0,0,0,0,1,0.146273613,0.40465963,0.979103976,1.940247536,2.057148933,1.122468
18,coexist,Some people like me with a slow wifi connection cannot coexist with site maintainers who feel differently.,Site maintainers who feel differently cannot coexist with some people like me with a slow wifi connection.,1,1,5,1,0,1,0,1.571428571,1.934781075,3.260251,2.798478257,2.550150394,2.654591084,1.9565935
18,coexist,Religion and science can coexist with each other if conveyed well by a rational spokesperson.,Science and religion can coexist if conveyed well by a rational spokesperson.,1,1,6,0,0,1,0,1.428571429,-0.139463902,0.1998261,1.190690391,2.217472553,2.271510601,1.1040679
19,clash,His approach might clash with the wishes of some Vermonters.,The wishes of some Vermonters might clash with his approach.,1,1,4,1,1,0,1,2,2.533213139,3.5577977,3.103569828,2.461431265,2.599472284,2.1011689
19,clash,"The interests of the mafia and Pathan job interests do not clash in any way, they compliment each other.","Pathan job interests and the interests of the mafia do not clash in any way, they compliment each other.",1,1,7,0,0,0,0,1,0.716073036,0.78889555,0.904067385,2.241705179,2.283255577,1.3617512
19,clash,"Maternity Shirts would clash with her pinup girl look, but she didn't care.","Her pinup girl look would clash with Maternity Shirts, but she didn't care.",1,1,3,1,1,2,0,2.285714286,3.574111223,2.0144734,2.761335175,2.339399338,2.376450777,1.8163564
19,clash,Waterford and Antrim will clash again in the first round of the Under-16 ''B'' Championship at a halfway venue (TBC) at 2.30.,Antrim and Waterford will clash again in the first round of the Under-16 ''B'' Championship at a halfway venue (TBC) at 2.30.,1,1,7,0,0,0,0,1,1.65129137,1.2148238,0.904067385,2.023250103,2.213600159,1.2569212
19,clash,You won't clash with a society or competition if you check with the Parknasilla Hotel.,A society or competition won't clash with you if you check with the Parknasilla Hotel.,1,1,1,2,1,1,2,3.142857143,2.303370476,4.101819,3.172968254,2.714683533,2.901875973,3.9146452
19,clash,Some religious fanatics and scientists clash with one another.,Some scientists and religious fanatics clash with one another.,1,1,7,0,0,0,0,1,1.47912097,0.66131896,0.904067385,2.418989182,2.42389822,1.1681584
19,clash,Not all the boys clashed with the girls.,The girls clashed with not all the boys.,1,1,2,2,0,0,3,3,3.460477829,1.7003644,2.913610405,2.495069504,2.788615227,2.349891
19,clash,"The textbook lessons and the real world sometimes clash, all the more reasons to live in a big city.","The real world and textbook lessons sometimes clash, all the more reasons to live in a big city.",1,1,7,0,0,0,0,1,1.228298187,0.747105,0.904067385,2.46347332,2.519013405,1.265051
19,clash,"On December 18, Dilwale will clash with Sanjay Leela Bhansali's biopic, Bajirao Mastani, about Peshwa Bajirao.","On December 18, Sanjay Leela Bhansali's biopic, Bajirao Mastani, about Peshwa Bajirao will clash with Dilwale.",1,1,4,2,0,1,0,1.714285714,3.541321754,3.389377,2.688546745,2.388018608,2.561239481,2.532233
19,clash,LCS and LACS will clash with each other again at the Winners' Bracket Finals after disposing of their first round opponents.,LACS and LCS will clash with each other again at the Winners' Bracket Finals after disposing of their first round opponents.,1,1,7,0,0,0,0,1,2.911002636,0.7972143,1.366699128,2.04537034,2.194545984,1.1775613
20,converse,"Gabriel could converse with the guards in German, so Gabriel was able to leave on weekends.","The guards could converse with Gabriel in German, so Gabriel was able to leave on weekends.",1,1,4,0,1,0,2,2.428571429,2.964691639,2.9569564,3.404380292,2.107897997,2.127870083,2.2794127
20,converse,Some of the nuns and the girls could converse fluently in Latin in the Strassburg monastery of St. Margaret.,The girls and some of the nuns could converse fluently in Latin in the Strassburg monastery of St. Margaret.,1,1,6,0,1,0,0,1.285714286,2.341880322,2.5548115,1.753698167,2.095191956,2.220819473,1.1305649
20,converse,I can converse with them in their own tongue since I have learnt their language pretty well.,They can converse with me in their own tongue since I have learnt their language pretty well.,1,1,3,1,1,2,0,2.285714286,3.778336287,3.3120975,3.884316242,2.296631575,2.303891659,2.5383787
20,converse,"Adam and Eve conversed with each other as language was given, and Adam spoke first.","Eve and Adam conversed with each other as language was given, and Adam spoke first.",1,1,7,0,0,0,0,1,0.71932888,1.8888528,1.419751968,1.854263663,1.803275824,1.0445514
20,converse,"Taveras will converse with the others on the panel ""Electoral Politics: Latino Identity, Partisanship, Mobilization, and Voting.""","The others will converse with Taveras on the panel ""Electoral Politics: Latino Identity, Partisanship, Mobilization, and Voting.""",1,1,4,1,0,2,0,2,2.784417629,2.7810338,3.684852005,2.347809553,2.523297071,1.8125917
20,converse,He and the people of Sakhalin and the Amur conversed via interpreter.,He and the people of Sakhalin and the Amur conversed via interpreter.,1,1,7,0,0,0,0,1,1.84551549,2.2583575,1.942340746,1.814826965,1.847870111,1.1400224
20,converse,"You can converse with your peers in a caf_, as it's not a bad place to hang out in.","Your peers can converse with you in a caf_, as it's not a bad place to hang out in.",1,1,3,0,3,1,0,2.285714286,1.943496466,3.154871,2.84990362,2.251650572,2.268066406,2.4348383
20,converse,"As long as the caller and subscriber conversed with each other, the connection between port A and port B would be held.","As long as the subscriber and caller conversed, the connection between port A and port B would be held.",1,1,5,2,0,0,0,1.285714286,1.157576561,2.6985164,3.754754369,1.962103963,1.976193905,1.0570934
20,converse,"Lead teachers should converse with parents when it is most comfortable for the family, but especially at drop off and pick up times.","Parents should converse with lead teachers when it is most comfortable for the family, but especially at drop off and pick up times.",1,1,4,1,1,1,0,1.857142857,2.128088951,2.9401925,3.81114346,2.341408491,2.367552042,2.200273
20,converse,"Mark Bradford, featured in the Season 4 episode Paradox, and Thelma Golden, Director and Chief Curator at the Studio Museum will converse in Harlem at 7pm.","Thelma Golden, Director and Chief Curator at the Studio Museum and Mark Bradford, featured in the Season 4 episode Paradox, will converse in Harlem at 7pm.",1,1,5,0,0,1,1,2,3.04740572,2.4090765,1.47614106,1.871941805,1.848588228,2.232158
21,love,Siyabonga will love it but it won't love him.,It will love Siyabonga but it won't love him.,1,0,0,0,0,1,6,4.857142857,4.422603607,3.7835052,1.872322039,2.699321747,3.12640357,4.5486403
21,love,The students and their mentors love each other.,The mentors and their students love each other.,1,0,7,0,0,0,0,1,-0.820388317,0.6581507,2.806530606,2.025639296,2.071508884,1.0891466
21,love,"People love the cute puppy, who never acts out.","The cute puppy, who never acts out, loves people.",1,0,0,0,1,0,6,4.714285714,6.300262451,4.44013,3.463324063,2.243747234,2.72532773,4.374052
21,love,How can Adam and Eve love as Christ loved?,How can Eve and Adam love as Christ loved?,1,0,7,0,0,0,0,1,2.081317663,1.2998877,0.887024852,1.592371821,1.915360928,1.315696
21,love,How can you love him when he possibly loves someone else?,How can he love you when he possibly loves someone else?,1,0,0,0,1,3,3,4.285714286,1.264886856,4.0075307,2.350707088,2.474750042,2.841083527,4.4897833
21,love,Mothers and priests love unconditionally.,Priests and mothers love unconditionally.,1,0,7,0,0,0,0,1,2.313728094,1.0187086,2.522265076,2.186133385,2.323528767,1.0744057
21,love,A man might love this world that it would break his heart.,This world might love a man that it would break his heart.,1,0,0,0,1,0,6,4.714285714,4.564605236,4.507821,2.892087275,2.483001232,2.436056614,4.780251
21,love,Happy families and secrets love one another.,Secrets and happy families love one another.,1,0,6,1,0,0,0,1.142857143,0.365880966,0.7545097,1.345934888,2.073859215,2.208905458,1.055911
21,love,Then I will love my family with all my heart.,Then my family will love me with all their heart.,1,0,0,1,1,0,5,4.285714286,5.115280628,3.8433065,3.072935546,2.670209408,2.883335352,4.655532
21,love,Brad and Jen loved each other but not completely.,Jen and Brad loved each other but not completely.,1,0,7,0,0,0,0,1,0.518116474,0.7640151,2.522265076,1.776199818,1.978984475,1.0791941
22,drown,The drum drowns out the noises from everyday reality so the dreamer can focus exclusively on the dream journey.,The noises drown out the drum from everyday reality so the dreamer can focus exclusively on the dream journey.,1,0,0,0,1,1,5,4.571428571,3.13216877,3.0219429,3.149971722,2.173906326,2.049884796,3.991653
22,drown,My hands and arms drowned but my head stayed afloat. ,My arms and hands drowned but my head stayed afloat. ,1,0,7,0,0,0,0,1,2.052294493,0.8768123,1.707750954,1.793460608,1.573726535,1.3250114
22,drown,"In December 2010 and January 2011, Tropical Cyclone Tasha and a wet year drowned Queensland, Australia.","In December 2010 and January 2011, Queensland, Australia drowned Tropical Cyclone Tasha and a wet year.",1,0,1,1,0,1,4,3.857142857,2.927175283,2.2343206,3.196944233,1.674562812,1.661632061,2.5338793
22,drown,"Sula and Marcus drown in time consuming, space bending sound.","Marcus and Sula drown in time consuming, space bending sound.",1,0,7,0,0,0,0,1,2.478116989,0.8205171,1.273852422,1.815856695,1.753586054,1.5449191
22,drown,"He drowns his old self in the bath, but doesn't go through with it out of love for his parents.","His old self drowns him in the bath, but doesn't go through with it out of love for his parents.",1,0,1,0,0,0,6,4.428571429,2.548305511,3.4532151,3.149971722,2.415999889,2.541624546,5.0112257
22,drown,Children and adults may drown in an improperly sized or adjusted PFD.,Adults and children may drown in an improperly sized or adjusted PFD.,1,0,7,0,0,0,0,1,-0.466406822,1.1320674,2.900367937,1.745235205,1.641962051,1.9134461
22,drown,"An apparently mentally ill woman drowned her daughters, a recent incident discussed in the story.","Her daughters drowned an apparently mentally ill woman, a recent incident discussed in the story.",1,0,2,0,0,0,5,3.857142857,2.781219959,2.0873628,3.752014999,1.975954413,1.900756955,4.749711
22,drown,A girl and someone else drowned.,Someone else and a girl drowned.,1,0,5,1,0,0,1,1.714285714,2.707699299,0.41642192,1.785639863,1.803144932,1.706910133,1.2993501
22,drown,"Klara drowned me and I drowned her, maybe at the same time. ","I drowned Klara and she drowned me, maybe at the same time. ",1,0,4,2,0,0,1,1.857142857,0.972374439,2.8855274,3.905627016,1.860854864,1.524349213,2.1391826
22,drown,"Paula and the lifeguard cannot drown each other, one has to save the other.","The lifeguard and Paula cannot drown each other, one has to save the other.",1,0,7,0,0,0,0,1,-0.332047462,1.3518864,1.496142991,1.961971641,1.91648221,1.3230647
23,see,"The doctor sees many patients, so wait for your turn.","Many patients see the doctor, so wait for your turn.",1,0,1,2,2,1,1,2.857142857,4.516889572,3.1253653,1.924688656,2.397034883,2.370247602,4.4806986
23,see,Dogs and cats see in black and white.,Cats and dogs see in black and white.,1,0,7,0,0,0,0,1,1.390817642,1.9375485,1.004835039,1.92359066,1.948895574,1.9374944
23,see,"I see you as a little less gentlemanly, and considerably more cut-throat in the House.","You see me as a little less gentlemanly, and considerably more cut-throat in the House.",1,0,0,0,0,1,6,4.857142857,4.38176918,3.9535623,1.924688656,2.425841093,2.429179668,4.356248
23,see,"At that moment, Jesus and His disciples see.","At that moment, His disciples and Jesus see.",1,0,4,2,1,0,0,1.571428571,0.312785625,2.1545753,1.467559109,2.276686907,2.461400032,2.4896128
23,see,We saw Claire after she quit the TVD spin-off show The Originals early last year.,Claire saw us after she quit the TVD spin-off show The Originals early last year.,1,0,1,0,3,0,3,3.571428571,3.340703249,2.8096092,2.621530792,2.283079147,2.46288085,4.4917417
23,see,"To their dismay, Resource Center and the landlord saw.","To their dismay, the landlord and the Resource Center saw.",1,0,6,1,0,0,0,1.142857143,0.006701946,2.4142842,0.744947744,1.827311873,1.77750206,1.9897629
23,see,I could see Evie and Ashton.,Evie and Ashton could see me.,1,0,0,0,1,1,5,4.571428571,1.527806759,2.2835166,2.67261481,2.005117416,2.035505772,2.7863812
23,see,Some boys and girls can see and some cannot.,Girls and some boys can see and some cannot.,1,0,2,2,2,1,0,2.285714286,0.96173954,2.510924,0.744947744,1.797471046,1.860016942,1.9883128
23,see,"Next year, I will see entire families with their kids in tow.","Next year, entire families will see me with their kids in tow.",1,0,1,0,0,3,3,4,1.605450153,3.3774965,2.871290137,2.725823641,2.622914791,4.5859036
23,see,My ex-wife and I saw each other periodically but I ignored her.,Me and my ex-wife saw each other periodically but I ignored her.,1,0,7,0,0,0,0,1,0.223863602,1.8254133,0.560598249,2.252186298,1.96095705,1.7968241
24,hit,"Very few Pokemon hit over 200 damage, which makes Mega and Primal Pokemon VERY difficult to take out in one shot.","Over 200 damage hits very few Pokemon, which makes Mega and Primal Pokemon VERY difficult to take out in one shot.",1,0,0,1,1,2,3,4,5.007552624,3.677074,3.55612043,2.165537357,2.31680727,2.274399
24,hit,Taylor and Selena hit each other in the music video.,Selena and Taylor hit each other in the music video.,1,0,7,0,0,0,0,1,2.10168314,0.767236,1.584581218,2.072413683,2.055859566,1.151893
24,hit,"Male or female, you will hit back as hard as I can hit you.","Male or female, I can hit you as you will hit back as hard.",1,0,1,1,0,1,4,3.857142857,2.28053093,2.9720874,3.292173907,2.639254332,2.42660141,2.128891
24,hit,Some men hit their wives and it is pathetic.,Their wives hit some men and it is pathetic.,1,0,0,0,0,1,6,4.857142857,2.337808609,3.8919055,1.320656246,2.296800375,2.331711769,4.137162
24,hit,My abuser hit me and then I hit him back.,I hit my abuser and then he hit me back.,1,0,0,1,0,0,6,4.571428571,3.429470062,2.4173267,3.68712879,2.272733212,2.022506952,4.4780936
24,hit,The boys in fourth grade and some other boys with squirt guns hit one another.,Some other boys with squirt guns and the boys in fourth grade hit one another.,1,0,6,1,0,0,0,1.142857143,1.050831795,0.5789852,1.13352731,2.314318419,2.279345989,1.2689198
24,hit,Mark hit me two or three times in the same period.,I hit Mark two or three times in the same period.,1,0,0,0,0,0,7,5,4.06232357,4.0652165,3.301631408,2.354968071,2.223243952,4.5730376
24,hit,The pain and sadness hit hard.,The sadness and pain hit hard.,1,0,7,0,0,0,0,1,3.204069853,1.1355237,1.320656246,1.532844305,1.338978291,1.1660863
24,hit,Hogan hit him with a big boot to the chest.,He hit Hogan with a big boot to the chest.,1,0,0,0,0,1,6,4.857142857,3.046792507,3.511998,3.515292598,2.464533091,2.646692991,4.346313
24,hit,Our interests hit us particularly but do not hit America.,We hit our interests particularly but do not hit America.,1,0,0,0,1,1,5,4.571428571,2.733929157,3.2091126,1.13352731,2.471289635,2.339882851,4.46329
25,follow,"I followed a mare in heat, but I stayed a good distance away just in case she tried anything with me.","A mare in heat followed me, but I stayed a good distance away just in case she tried anything with me.",1,0,0,1,0,1,5,4.428571429,5.047535896,4.697507,3.922490918,2.409632683,2.184108973,4.8882565
25,follow,Public opinion and scientific consensus followed.,Scientific consensus and public opinion followed.,1,0,6,0,1,0,0,1.285714286,0.364824295,1.1363392,1.458166747,2.303953886,2.428147316,1.2258953
25,follow,I will follow the shady merchant to see where he goes.,The shady merchant will follow me to see where I go.,1,0,0,0,0,1,6,4.857142857,3.96034193,5.131966,3.178985463,2.454522133,2.510126591,5.0858264
25,follow,Heart and mind will follow once you've found your soul.,Mind and heart will follow once you've found your soul.,1,0,7,0,0,0,0,1,1.887727737,2.3642967,1.971068705,2.415449142,2.580574512,1.7626921
25,follow,Things might follow natural laws when given the option.,Natural laws might follow things when given the option.,1,0,1,0,0,1,5,4.285714286,0.714072227,3.7774484,3.632370147,2.379404545,2.683692694,4.3782415
25,follow,The criminals and the police follow each other.,The police and the criminals follow each other.,1,0,6,1,0,0,0,1.142857143,0.868709564,0.31696332,1.550813064,2.192986965,2.286108017,1.134835
25,follow,I'll follow her and she'll follow me back.,She'll follow me and I'll follow her back.,1,0,2,1,1,2,1,2.857142857,3.333738327,2.889587,2.898593722,2.541548491,2.801796198,2.3582346
25,follow,Extremely violent upheaval and harsh words may follow. ,Harsh words and extremely violent upheaval may follow. ,1,0,7,0,0,0,0,1,1.717284203,3.5033927,1.333646323,2.241427183,2.383996964,1.9461932
25,follow,Ban Ki-moon followed the other President.,The other President followed Ban Ki-moon.,1,0,0,0,0,0,7,5,4.82543087,3.687029,2.608472952,2.081242323,2.20830822,4.4183664
25,follow,The family members and teachers followed one another into the hall.,The teachers and family members followed one another into the hall.,1,0,7,0,0,0,0,1,-0.573533535,0.25963587,1.389057622,2.16442275,2.198939562,1.1745471
26,choke,You cannot choke him if you don't want to kill him. ,He cannot choke you if he doesn't want to kill you.,0,0,1,0,0,0,6,4.428571429,4.70365715,4.8035555,3.453618836,2.553681612,2.69286418,4.574378
26,choke,CEOs and CFOs here would probably rather choke before praising the reduction in numbers.,CFOs and CEOs here would probably rather choke before praising the reduction in numbers.,0,0,6,0,0,1,0,1.428571429,3.353430748,1.837905,1.399180838,1.96318841,1.913161516,1.0832865
26,choke,You choked the victim into unconsciousness and then rob them of all they are carrying.,The victim choked you into unconsciousness and then robbed you of all you were carrying.,0,0,0,0,0,0,7,5,4.435247421,4.129829,2.65159416,2.191669703,2.168883085,4.587818
26,choke,The president and his affiliates will choke once I've done my work.,His affiliates and the president will choke once I've done my work.,0,0,5,1,0,0,1,1.714285714,3.68726635,1.8565949,1.147456097,2.27875948,2.250017166,1.1358058
26,choke,"I won't choke you, I'm not that long.","You won't choke me, you're not that long.",0,0,0,0,1,0,6,4.714285714,3.717987299,4.3030295,2.482133779,2.658483982,2.848376036,4.4928617
26,choke,The baby and the sister might choke if their noses and mouths are not covered. ,The sister and the baby might choke if their noses and mouths are not covered. ,0,0,7,0,0,0,0,1,2.437811852,0.4460373,1.208523354,2.165031195,2.070543289,1.0437454
